sentence,voice_phishing
아니요,True
그런 적도 한 번도 없으셨구요,True
오셨냐의 시작은님이 LED 헤밍 왔기 때문에 저희 검찰청 나오셔서 좀 조사를 받으셔야게 안돼 이게 언제 이제 부산고등검찰청에 오실 수 있겠습니까 예 부산고등검찰청 흥사 일부러 옷이 안하겠습니다 예 언제까지어줄 수 있겠습니까,True
어 극복 가야 돼요,True
네 오신데 건의사항은 어려운 점 있으십니까,True
최소가 이제 나한테 가요,True
갱신가 오셔야지 수익 검찰청 오셔 할수있는데 열흘 사순라도 있으십니까,True
앞에 그냥 다운돼 있어서 부산까진가요,True
강원도에 이렇게 얘기해주신게 단지 그 주소는 혹시 저 죄송하지만요 현장에 계신 곳은 직접이십니까 자택이십니까 근데 이제 현재,True
아직 자차예요,True
자택에 계신데 거리상 넣어 버리시고 의미 없이 힘들다 이 말씀이십니까,True
무슨말인지 잘 이해 되시구요 요번에 자석 증거 좋다고 아시면 옷을기 시작했 연류되 심의가 있기 때문에 저희 검찰청 세금 저 살리 진행 하셔야 되겠는데요 제가 사실 여부를 판단하기 위해서 몇 가지 질문 드리겠습니다 2층 문요 뻔히이니까 일차피해하지않 가수를 밝히시는 질문이고요 질문이 그 전반적으로 사과 장르를 억지 상태 진행되실겁니다 그리고 수사과정이세요 저희가 아마 강남수서 있었는지더만 유턴 쉬운 말로 안 쓴지 그리고 본인계좌 허위 진술하는 부분이 있으시면요 다른 기관 쉬었다가 심사가 들어가실거구요 1억 주잖어는 강상무 재판에 층 건물로 장비 때문에 거짓말을 하시거나 숨기시면 절대 안 되시구요 일단 제가 한번 바로 녹취 진행하도록 하겠습니다,True
예 저는 부산고등검찰청 형사 일보 양복 진술서랑입니다 지금은 2000십 형제 1378 어 강상목 금융사건데 일문일답죠 사고가중입니다 당사자 성함이 집안이 맞으십니까 예 저 71년식 45씨엔 남성분인데요 강상호라는 사람과 전에는 모르는 사이십니까 예 2010원에 그 6월 9일날 부산 강서구 명지동 지점에서 보상은 그냥 통장을 개설한 적 있으십니까 네,True
그러면,True
요걸 9일날 아침 10시부터 2시 사이요 어드민 있기 싫고 뭐 하고 계셨죠,True
기억이 잘 안나는데요,True
예 서류 보시게 되면 저 화요일날이십니다,True
어 오케이 샀나요 쉐보레,True
전에 기억 안 나십니까,True
네 일단 무슨 말씀인지 잘 이해 되셨고요 현재 해주신 명의로 된 통장들이 강성원 메인 경협간에 불법적으로 사용되어 있다 그랬다 안 갔을요 저희가 말씀드리기 전에 이미 다 알고 계십니까 금시초문이다 알 말씀이시죠 응 현질 분이 합법적으로 거래하는 그냥 프사 그냥 거래하고 계십니까,True
부산은요,True
아니요,True
부산에 한 번도 그걸 안적 없으시구요,True
그럼 현재 주로 어떤 문의한다고 그러 계시죠,True
농협이요,True
농협이요 하나뿐이십니까,True
농협이랑 하나은행 그런 것 같은데요,True
네 그럼 본인이 진술 아니에요 농협 은행하고 하나은행 제외한 다른 은행에서 본인이 진술한 어 제외한이요 하나은행하고 농협은행 제외한 다른 은행에서 증빙이라고 드린거 통장이 바게트 했을 경우에요 그 개인정보 유출로 인해 범죄자들이 불법으로 계속 술 한걸로 인정하고 저희들이 좀 먹었다 강제로 섬길 수 차례 되실겁니다 동의 하십니까,True
그게 왜,True
그러니까 하나은행하고 농협은행 그래 한다고 한거 않으십니까,True
그러니까 이제 하나은행 농협 은행 제외한 다른 은행에서 예를 들면 국민이나 우리나 이런데서 지 명의로 된 그 통장이 빠질 때 쉽게옥이요 보상은 그냥 마찬가지로 범죄자들이 갯수 한걸로 인정하고 저희들은 없어 강제로 동결 초대해 주신단 말씀이시입니다 동의하십니까,True
아니 왜,True
그러면 하나은행하고 농협은행 다른 애랑 또 있으십니까,True
어인 것 같아요 제가 지금 혹시 의외네 어 영향을 좀 쉬고 응 몇개 더 있을걸,True
일만한거 국민은행 우리은행 이런데는 거래하신다 이 말씀이십니까 그래 근데 나 시민상 되시죠 혜민이 상태 계좌는 포함되지 않습니다 알겠습니다 그럼 저희 수사 중인 다른 분들은 또 나오시게 되면면요 여쭤보실거고요 혹시 인증하는거는 놔두실거구요 인정하나면은 범죄자들이 갯수를 한 걸로 인정 어 모두 다 강제로 동결처리 해드릴겁니다 동의하십니까,True
뭐뭐 그러니까,True
하나은행 농협 은행 이외에 다른 은행은 또 거래한 의미가 있다고 한가 않으십니까 그런데 지금 기억 안난다고 하시니까 예를 들어서 우리 은 그냥 국민이나 이런데서는 9시면 만 이정규씨 예,True
통장 맞으십니까 뭐 여쭤보실 겁니다 그럼 뻔히 인정하면 예 놔두실거구요 인정 안 하는 거는 범죄자들이 개시 한걸로 인정 봐봐 동결처리 해드린다는 말씀이십니다,True
어 이렇게 문자가 오면은 하면은 봉쥬르 되고,True
그렇죠 요번에 인정하는 거는 본인이 계산한 통장 맞으시다 인증해주시면 놔두실거구요 인정 안 하는 거는 예 범죄자들릴게요 수리한 거를 인정하고 동결처리 해드린다는 말씀이십니다 이해가 되십니까,True
어 소모품구요,True
아니 그게아니 시계가 지금 수사 그 서류 작성하는 과정에 않으십니까,True
그러면 혹시 뭐,True
제 이 금융권 증권 그지 한 적 있으십니까 예를 들면 현대 증권 삼성증권 여쭙 권사요 증권사는 전액 거래한 적이 없으시고요 네 알겠습니다 그럼 진주로 1명 농협은행 그래 한다고 하신대요 은행거래 하실 때요 본인 위주로 운영 창고가 직접 거래한 핀이 많으십니까 아니면 인터넷 뱅킹이나 모바일 뱅킹 5시에 하는 편이시죠 은행도 가시고 인터넷뱅킹 모바일뱅킹 사용하신다 이 말씀이시죠 네 헷갈리고 인터넷 뱅킹이나 모바일 중계사 한다고 하시면 그 보안 설정 안하면 오 티 피료 해주이십니까 보안카드 해주실 수 있으십니까 야 보안카메라 안갔냐 일 절부터 30 전 한 30억 30만원 까지 있는 게 그게 바로 보안카드시고요 저는 어짜피 사용하시거든요 어 티피는 그 30 천 60 잡으시 숫자로 바꿔주시는게 시키게 모양으로 요거만 보기 싫어요 그게 바로 어짜피 카드이십니다 그럼 보안카드 생각한다 이 말씀이시죠 네 한번더 부시시한 적 없으시죠 예 현재는 몸에 소지하고 계신거고요,True
하나은행하고 마지막 끓인 날짜 알고 계십니까,True
하면은요,True
입금하실거나 출구 한번 하실까는 식사하시고 카드 사용하실 거는 아마 계좌 저희 아실거라,True
너무 크고,True
예 그럼 저번주에 거래하실때요 그러면 이상한 거래 내역 같은 날 발견 하셨습니까 텀벅 돈이 빠져나가거나 폰에 있는 벌은 입금님 그런 점이 없으셨고요 금전적으로 피해를 본 적도 전혀 없으셨고요 예 그리고,True
하나은행,True
혹시 저 통장 몇 개를 살까 사용하고 계시죠 하나시구요 예 금전 주변 피해를 안볼실에 있다고 하시면 금명으로부터 보호받는 금액이 대략 어느정도 남아 있으셔야 정상이십니까,True
그 얼마야 8700인거 있을 걸요,True
8700만원요 예 일반 입출금 통장이다 이 말씀이시죠 예 8700만원 있으셔야 정상이시고 농협은행에 피해를 안보 쉬었다가하시면 보호받는 금액이 대략 어느정도 이 씨발 정상이십니까,True
4000만원요 예 알겠습니다 이것도 일반 입출금 통장이나 인 말씀이시죠 네 그럼 지금까지 진술한 내용은 전부 다 거짓이 없나요 진심 하는 말씀하시겠습니까,True
만약에,True
진술한 내용 이거 사실과 다를 경우요 위증죄 공무집행방해씨가 초과진다는 사실 알려드리면 추가로 혜미가 빠져있다 시경이요 소관 조사를 받게 될 것입니다 그래 여기 지금 자택에 계신다고 하시는데 혹시 저 메모 가능하시겠습니까,True
일단 사건 남바를 메모해주시구요,True
예 준비되신 준비되시 딱 말씀해 주시구요 예 차값 남바요 2000십오,True
이틀 쉬고요,True
예 이공일요 2000십 와 형제 일삼 칠러 발화,True
그럼 바로요 어 팔 호아니구요,True
한자 허,True
당착하고,True
금리 형사가,True
다시 한 번 읽어봐 주시곘습니까,True
도와주시고 형이 돈 벌면 주시고 헐 공소 공사거든,True
예 이거는 혹시 사건 남바이십니다 잠실이에요 그 담당 검사님하고 통과시키 될겁니다 통화 되시면 그 메모하신 사건 남바를 말씀해 주시구요 본인 성함 말씀해 주시고 이번 사건의 피해자이신데 지금 거리상도 헛걸음시고 직장 근무 때문에 저희 검찰청 나오실 순 없어서 그 계좌추석전하셔갖고 본인과 무관 피해자 안말 증빙을 하겠다 하시면 돼요 알겠습니다 그리고요 그 녹취중에 부산을 개설을 낸거보상 낭비해서 여쭤보 하시게 되면요 사실대로 전혀 모르겠어요 딱 말씀드리시구요 그리하면 아마 검사님께서 시간 피해자에요 아마 피해자 신분도하고 바퀴 되실 거구요 피해가 가지 않도록 뭐든 저출산 취해드릴 것입니다 이해가 되시겠습니까,True
시켰어요 전화번호요 네 알겠 아시고요,True
저는 담당부서에서 만약에 양복 진술서관이십니다 오케이 중이시니까 전화 끊지 마시고 잠시만 기다려주시면되었습니다 바로 검사님하고 통화를 시켜드리겠습니다,True
부산고등검찰청,True
경찰 부조는 배수현 검사입니다,True
여보세요 네 말씀하세요 그 선배님 저 전화통화가 이쪽 양해를 이렇게,True
섞은 넘버에 있을 거 아닙니까 사건 넘버가 어떻게 되세요,True
2015년 이상인데 잘 샀네 70 일단 주세요 바에서,True
일 삼춘팔호요,True
강서 금융사 할걸,True
강상우 금융사 건 말씀이세요 알겠습니다 그럼 잠시만요 저희가 서류 확인하면서 좀 바로 말씀드릴게요 네 응,True
헬스 본인 맞으시고요,True
본인 맞으시죠,True
지금 본인 앞으로 이렇게 서류를 쭉 확인해 본 결과요,True
예 그러니까,True
지금 법원 측에서는요 혹시 그 대포 통장에 사용이 들었다고 이미 광주에 구성역장하고 은행 지산동겔링입니다 발급된 되었었고요 일단은 수사하는 과정에서 저희 수학님께서 연락을 드렸을때는,True
본인께는,True
강성호라는 사람도 전혀 모르시고 이러한 사건을 저는 개입하신 적 없으시다 이런 진술하시고해 주신 거예요 그래서 일단은 뭐,True
어 저희 수 하는게 있어서,True
본인께서도 이제 계좌 추적 조회를 통해서 피해자 신분 약정 받으시려고 이 계좌 추욱 저에 대해서 이렇게 신청을 해주셨는데 선생님께서 이 부분에 대해서 다 동의를 하셨어요,True
제가 중간요 네 심각해요 계좌 추적 그래서 쭈쭈 계좌 추적 조회가 무엇이냐면요 일단은 저희 측에서 계좌번호나,True
비밀번호 같은거는 전혀 여쭤보지는 않고요 그 해당 금융감독위원회랑 해당 은행 저희랑 같이 연동 조율해서 해드릴 수 있는 부분인 것 같아요 일단은 보낸 그 계좌 상태에 대해서요,True
6개월동안,True
출자금 내역을 뽑아서,True
그니까 불법 자드라고,True
불법 거래 내역이 있었는지 없었는지 그 부분에 대해서는 다 조회를 해드린다는 부분이고요,True
불법적으로 불법거든요 여기 구청이 되시면 저희는,True
강제 구성역장이나,True
은행 재산 동결된 그대로 따라 시행될 거구요 반대로 본인께서도 만약에 어,True
피해자 신분이시다 그러면 일단은 저희 측에서도 아무런 피해가 가지 않게끔 감시 보호조치를 또 따로 해 드릴 수가 있구요 그리고 나중에 피해자 신분을 입증 되시면 저희 측에서는 제 앞으로요,True
재산보호 신청서에,True
포함이 되도록 그렇게 신청을 해 드릴게요,True
뭐해 한다는 거에요 그냥 일단은 오늘 어,True
그니까 지금 꽤나 추후조회시스템 본인 스스로 들어가셔서 이제 그 신고 절차를 밟아 주셔야 되구요 네 어 그리고 일단은 이제 나중에 오늘 이제,True
수사 제대로 마무리 하시면요,True
내일쯤이나 아니면 월요일쯤이나 저희 수술한 한분이,True
가실거에요 네,True
근데 그쪽에도 이제 강원도 쪽에서 이제 많은 피해자분들이 있으니까 이제,True
아마 같이 만나실 건데요,True
만나셔서 이제 그 서류 다 확인을 해주,True
해주셔야 될것 같고 금 끝부분네가 친필 싸인을 다해 주셔 만에,True
사건에 대해서 완벽하게 다 벗어날수가 있으시다는 말씀이입니다 예 되시죠,True
그것만 하면 끝나는 거예요 네 오늘 이제 그 신고 절차를 밟아 주셔야 되고요 네 그리고,True
저희측에서 추적을 했을 때 진짜 이상한 점이 발견되었다 그럼 일단은 다 해결을 하셔야 되는 부분도 있구요,True
그니까 못오시는 상황이시라면 어,True
어떤 점 어 인제 은행 왔다갔다 하시고 업무 보시는거에 대해서는 이제 다 감수를 해주셔야 됩니다 부산에 오셔서도 이거 똑같이 하세요 뜨고요,True
예 동의하시는 거예요 그러니까 전화통화로 해야 되는 거예요,True
어떻게 해요,True
어 일단은 못오시는 상황의 시스템 내역 식사를 신청을 해드렸고요 그 전방 과정이다 녹음 상태로 진행중이고 있기 때문에요 전화를 함부로 끊어주시거나 그러셔도 안되는 부분이 있습니다 선생님,True
일단은 어 통화를 하시면서 그 본인 그 개인정보는 어느 쪽에서만,True
줄이 되었다고 생각되세요,True
선생님 잘 자요 어,True
잘 모르신다고 말씀이세요,True
잘 모르신다는 말씀은 예전에도 유출된 사건들이 있었다는 거예요 아니요,True
없었다고요 예 알겠습니다 그러면 주임님 어 일단은요 혹시,True
예전에 ID큐포 한번 해보셨어요,True
잘 모르겠어요,True
알겠습니다 그러면 집에,True
집에 계세요 어 기존에 이제 아시다시피 해당 은행 측 사건이나 이제 여러가지 사건들이 많았잖아요 그죠 어,True
신용카드 정보 유통 사건이나 통신사 유출 사건을 여러가지고 말았어요 그러제,True
근데 일단은 이번 사건에는,True
이제 많은 피해자분들은 나오지 않는 상황이신데요,True
그 많은 피해자,True
공통점은 저희가 발견했습니다,True
그러니까 사용하고 계셨던,True
그런 은행 그 공인인증서 아시죠 공인인증서 방화벽이 몽땅 다 깨져버린 거에요,True
많은 분들이 이제 자고 일어나시더니 잔고 상태가 거의 다 빠져나가는 분들도 계셨구요 어떤 분들은 또 마이너스 통장에 어 신용카드까지 피해 보신 분들까지도 있으니깐요 어 여러가지으로 이제,True
굉장히 많은데 생겨서,True
공인인증서 어떻게 거래를 하셨어요,True
그럼 와이드 잡을라고,True
ID 초보,True
공인인증서 다운로드 받으셔야 되잖아요 선생님,True
어 이거 뭐,True
어디에다 다운 받아 놓으셨어요 근데 그걸 USB 안쪽에도 잡으셨고 그러니까 예전에도 컴퓨터에다가 이렇게 저장하신 적이 없으셨다는 말씀이세요 사장님,True
잘하셨네요 관리를,True
USB로 따로 관리를 해 주셨다면 상당히 좀 관리를 잘해주신 건데 그래도 이따가 USB 를 가지고 계시죠,True
제가 꼭,True
공매 공인인증서 맞아요 사실 그,True
인증서,True
파일이나 인터넷 폴더 명칭들이 있어요 제가 그 폴더 명칭에 대해서 저희가 선생님 앞으로 말씀을 드릴거구요 센터에서 그 폴더 맨 층을 어 한번 들으시고 이제 그 한번 눈으로 확인하시면서,True
어 하나하나,True
다 체크를 해 주시길 바랄게요 좀 이상한 점은 발견된다 그럼 신고 접수하실 때 그 쪽에서 이제 바로 위치 추적이나 하실때요,True
해외에서 등록하실때,True
해피가 방금 발견이 될 경우에는요 바로 이제뻔했네 앞으로 또 말씀을 드릴거구요,True
지금 그러면 일단은 어 본인 사건 안건에 대해서는 확인을 해보셨나요,True
눈으로 확인 하신 적은 없으셨고요,True
알겠습니다 저희 중앙 서버에 접속하셔서요,True
개인정보 침해신고센터에다가 본인 스스로 이제 신고 절차도 밟아주시고,True
사건 넘버로 해서 아니 본인 이름으로 해서,True
이제 어떤 사건에 연루 되어 있는지 본인 눈으로 확인 시켜드릴게요 일단은 지금 컴퓨터 부팅 껴져있는거 있으세요,True
수칙 되어져있 단말 스미스 해제 및 노트북이세요 노트북도 괜찮고요 노트북이 지금 붙은게해져 있더군요 USB 연결해 주시구요 현재,True
네 연결되어져있는 상태예요 응 네 알겠슴데이 어 일단은 그러면 어 인터넷,True
창 하나 띄워 주세요 인터넷 창 하나 띄워주시면 그 위층에보시면 주소창이 보이시죠,True
주소창에 있는 주소 깨끗하게 다 지워주실게요,True
더블유 더블유,True
더블유,True
네 bnm,True
BC카드 한대피고 abc 할때,True
그리고 엠,True
에 칠,True
네 bam,True
에프 에이치 닷컴 접수 전화 줄게요,True
접속 되셨으면 어떤걸로 접속 되셨다고 저한테 바로 말씀을 해주시고,True
화분 이거,True
화면이 깨졌다 어떤 화면이 버시는데 근데,True
형이 그거 지금 위험해 환불 이거 예를 들 수 없고,True
그래도 글자는 보이실거 아니에요 안보이시는 채로 뭘 벌써 뭘 확인을 하시겠다는 건데요 그런데,True
조금 어디 뭐가 보이세요 그러면 조금 막혀,True
장을 조그맣게 하신 보이신다고요,True
어 알겠습니다 그럼 수인님요 어 및,True
중간쯤으로 밑에 층으로 봐주시면요 빠른 민원서비스 그쪽에서요 나의 사건 조회 보이세요,True
어디 바꿔줘요,True
네 중간쯤 밑에 층으로 좀 봐주세요,True
나의 사건 조회,True
꼭 눌러주시고,True
응 어 나의 사건 조회 눌러주시고요 그리고 일단은 거기에 보시면 입력하시라 나오시죠,True
이거 정확하게 다 기재를 해 주시고 동의함에 체크해주시고 확인 눌러주실게요,True
화면에 그러면 3분의 이가 안보인다 이 말씀이세요 알겠습니다 이걸로하시다가 안되시면 휴대폰으로 한번 해 볼게요,True
노트북,True
왜 깨셨어요 에 되셨어요,True
이랬으면 일단은 이제,True
이게 쭉,True
확인해 보시면 이게 본인의,True
사건을 안 끊네요,True
내 눈으로는,True
1번 부터 6번 까지 쭉 한번 훑어 봐 주시구요,True
그래요 팝업창 안되셨어요 사장님 사실 여기서,True
바우처요,True
네 파우더 앉아있어,True
지금 모임 쪽에 없는 것 같은데,True
그래요,True
이 화면은 안되시는것 같은데 모바일 뱅킹도 자주 거래를 하셨나 실례지만 응 그래 그럼 모바일로 접수하실게요 주임님 그 휴대폰으로 이제 인터넷 진행하시죠 예 그러면 일단은 통화 상태로하시면서 인터넷창 하나 열어 줄게요 이거를 도입을 키우고 몰라 씨발 돈을 줄 것 같은 경우는 뭘 또 조선 중 씨발년아 야 여기 병신 또 씨발 어찌될지 씨발년아 이런 씨발 개새끼야 해줄게 내가 룰이 바껴서 시켜드릴테니까 뭘 틀렸네요 기본료는 이미 조직의 오적재고 이렇게 보시면 돼요,True
오빠가 없으시기 때문에 그건 녹취렸어 역시 조사를 진행할건데 그리고 이게 괜히 휴대폰이 아닙니다 또 기분이 단말기이고 수사 전용,True
단말기네요 혹시 그러니까 본인하고 통화는 함께 간혹 잠깐만,True
이걸 가지고 법원에 본인의 피해 사실을 입증해줄 증거 자료 최대한 끊기 때문에,True
거짓말을 가져가는,True
조건으로 높아지면 안된다 공무직 방지가 가중처벌 나 사실은 미리 말씀드릴까요 그리고 녹취 도중에 주의 잡음이다 사인회 엄청에 등록되면은,True
상가주택같은거 받을 수가 있기 때문에,True
그 녹취 도시에 있는 제 삼 자의 목소리가 계획 대시 앞으로 이거는 본인 조회하시면 되시는 부분이고,True
제가 제안서만 해당 녹취하기 때문에,True
개인정보가 오프 될까요 본넷 주민번호나 은행권에 계좌 번호 비밀번호 금품을 요구하거나 질문 드리지 않습니다,True
그럼 각자 다 달아,True
매출 부채 전문업체 체크할테니 아시는 내용 있으시면 아신다면 봅시다 맞답니다 이런 식으로 간단하게 분명하게 협조좀 해주세요 일단은 그 녹취 없어 지금 본인께서 지금 열댓 사건 어떻게 범죄현장 하나 사기 건인데 이 충격적인 김희철 땅들이 은행 출근인 걸로 밝혀졌어 지금 제 한 30명 정도 선뱁니다 그리고 본인한테 그걸 본인사건을 가져가 김희철 이 사람 저 농협 직원이 없구요 경기도 광명 출신에 서른 여덟 차례 있는 중이에요 그럼 이 사건은 외부에 알리는 큰 사건이고 아직 수사 진행중이기때문에 보안유지 좀 부탁드려 있는 거고 삼 자 말씀 하지 말라는 거에요 왜냐면 분명히 더 주진이 용접을 했기 때문에 지금 오래 걸리진 않는데 일단 녹취 없어 지금 본인은 내가 지금 어떤 사건에 연루되고 네 그래서 좀 이 피해자 입장에서 바꿔입고 조사를 백 건이 좀 임대가 되셨어요,True
뭔 소린지 모르겠네 그러니까는 본인 제가 막,True
항목 중에 차를 모릅니다 저는 명의를 돌려놓겠습니다 저는 하나은행과,True
우리는 판단을 완전히 없어요 이렇게는 말을 못 했던 게 아니고요 신고서가 제출하면 됩니다 예 본인 명의자랑,True
펜션을 받으면은 그 피해자 입증이는 좀 전에 협조할 수 있는 그런 상황이 있어요,True
씨발 그럼 간단하게 담당자 인제 소속과 성함을 말씀드리고,True
녹취 보내진 않았습니다 혹시나 담당자가,True
소속은 서울중앙지검 금융 포맥스 아까 삼동 신제 양 수사관입니다 그 본인 성함 말씀해 주시구요 네 하여튼 좀 쉬어야 된대 그 85년생 지금 본인만 시간이 없어 예 본인은 경기도 광명 출신 38세 김희철 알고 계십니까 네 2017년 3월 경기도 광명시 철산 지점에서 하나은행과 우리은행 통장을 발급 받았습니까 명예 총장이 개설돼요 대포 통장 형식으로 범죄에 사용한 사실을 알고 있었습니까 일단 본인 명의의의 우리은행 하나은행 통장들은 법적으로 사용 돼서 그 추가적인 피해자가 발생하지 않도록 본인이 다 상관 없이 동결 2개 시켰습니다 예 실례지만 그 종결 처리가 어떤 뜻인줄 알고 계세여 규정상 말씀드리겠습니다 저희 쪽이어서 금융 감독원에게 요청하여 해당 금융권을 이용 정지 지급 정지 시켜놓은 상태를 말합니다 이해 되시나요 예 지금 본인이 진술하는 정산의건데 추가적으로 가입된대는 불법대부 통장들은 이 차 피해가 발생하지 않도록 동결 처리를 하기 위해서 지난 본인 오빠 정상적으로 사용 중이 은행권 있으시면 해당되는 은행 삼구일만 간단히 진술 해주세요,True
그럼 제가,True
본인의 개선하였고 합법적으로,True
한 중이신거 다 말씀해주실랍니까,True
그러니까,True
네 금융권은 총 4개로 피씨방에 아직 금융 떼고 추가적으로 발전된 금융권들은 다 동결쳐집니다 합니다 동의하십니까 시간을 보내 같은 경우는 저희 금융권이라던지 증권사나 주식 같은 건 안하시고요,True
아하신가요,True
아니요,True
안하시고 알겠습니다 일단은 그 농협부터 진술 받을 건데 왜냐하면 이제 본인은 나 충격받은 피의 판단을 좀 받으시게 되면은 본인의 개인 정보가인 농협은행 꼬셔서 유출했을 가능성이 매우 높아요 모니터 끊을까요 저희 김찬 샵 일단은 그 농협에서 5년정도 것보다 전 직원이기 때문에 일단은 농촌과 진료 받을거는 농협은행권에는 꽂은 대신으로 몇개 계좌들 어떤 용도로 이렇게 자리를 싸지 본드는 합법적인 계좌니까 그러니까 용돈은 간단하게 설명해드 잡는 그 입출금 적금 예금 청약 판단 마이너스 계좌 어느게 몇개가 있다라고 신청해주시면 되십니다,True
근데요 회장님 전화상으로 전화할 수가 있냐 계산하시면하구요 계산기를 계속 학원입니다,True
진천에서 사실들을 저희가 조사,True
해볼겁니다 그리고 본인이 시행하세요 멋있겠지 막 이런거 만들려 합니다,True
약간 연 하는데 저희는 슬라이딩을 이기 때문에 본인의 개인정보에 대해서 요거지도 않고 그리고 본인에게 금품 요구하지도 않습니다,True
건덕지 약속 조사 다 있고 그리고 보니깐 나 가방 캐치해가지고 지금으로 나오죠 직접 조사 받으시나봐 단속하는 형태 다 똑같은 뽐내지만 한가지만 파손이 없구나 시작하시다가,True
그러니까 보내주십쇼 카드로,True
대표님 앞으로 자주 저한테 잠깐만 오늘 통닭 좀 관용 약관,True
확인하시고 본인 통장 체크하시고 용도랑,True
덩어리가금액,True
확인하는 절차만 6시간 동안권이거든요,True
그러니까 폰트나 당황 파출소다줘서 하시다가 조사는 한 10분에서 20분 정도 끝나지만,True
조사가 끝났지가 지금 6시간 동안,True
대기를 하신대요 판단 액상과당 있습니다 잠깐 오픈프라이스 약식을 바치지마,True
세무사분께 전과가 있다거나 전과자 있습니다 그냥 손익 자 발표 드립니다 너 나오라고 의심된다고 맡겨도 본인한테는 피해자만 300 에서 400명 정도 됐는데 일일이 다소 지연할수 겁니다,True
조금만 터미널 어 동네가 상당히 아까 차액금은 담당자,True
통장양도도 분명히하신거 아시죠,True
일단 내일 그럼 뭐가있,True
어 걱정하지마,True
가능한거다 20만원 그거 당연한 겁니다 근데 하지만 이제 실사하는게 어쩔수없이 이렇게 연락드린 거지,True
네 강압적으로 했으면 어떻게 하든가 좀 해드릴 그런 법은 없습니다 아니 어떻게 하실건데요 본인한테 받았기 때문에,True
그리고 당연히 저희가 연루된 그 본부장이 나한테 다 바로 해드릴거에요 어머니가 바로 예 바로 해드릴겁니다 예 언젠가 먼저 확인되시고 잘못 하신 거잖아요 뭐 보내고 돈을 달라 이러지 않고 계좌이체를 해달라 이런식으로 왔습니다 당일 보이스피싱이고요,True
네 일단은 지금 다 녹취 좀 해서 보내 액상 제가 진행 좀 많습니다 일단 그럼 농협 계좌 번호를 140 내가 개설하신 그,True
계좌 용도만 제가 좀 확인을 할게요,True
그럼 5704던가,True
네 그러니깐은 농협은행 계좌로 총 2갠데 입출금 용돈만 2개 냉요,True
청약 새해라서 지금 살고있는,True
연청 실려있는데 입출금 계좌 주변인 그리고 청약 제작한 게 총 3개 있으실거고,True
않겠다 지방청 가잖아요 퇴직금 도달까지 한대,True
1개 입출금용도 1개 알겠습니다 일단은 보내주신 출하실 내용들은 저희가 그 조사를 어떻게 보고 쳐다보고,True
천천히 아까 보면 되는 거고,True
저희 금융감독원 첫번에 통장들이 열람할까요 해가지고 본인이 진숙이 왜 우체국 입출금 계좌 1개씩 지사를신다고 제일 저희가 적금 계좌 마이너스 계좌 이런게 나오게 되면 다 깨져서 같이 갈거구요,True
중간에,True
대출 규제가 있다라고요,True
아니지만,True
일단 그러면 제가 기재를 해 드리는 게 있다고요 대충 긴장한 계란 입출금 2개 그리고 애들 있는데 주차 다 못 1000개 1개 입출금 2개 조그맣게 그리고 출금한게,True
지가요 그럴거예요,True
조율하시면 계좌만 4개라고요,True
그냥 내보내고,True
내가 대출을 내보내 하셨는데,True
계좌가 냄새가 나고 막,True
일단은 그 마지막인데요,True
배달입니다 먼저 확인 되셨는데,True
어 일단은 그 농협은행 입출금에 오늘 기준으로 얼마나 갖고 등급이 뱃살 정상입니까 그러니까는 본인이 지금 보고가들을 금액을 말하는건데 창고를 말하는 겁니다 이게 근데 정확하게 지금 찾을 필요가 없는게 아니라,True
마쳤으면,True
아버님 제가 100만원 기재를 해드리는거예요 100만원 선에서 본인의 자산들을 보여드릴 예매로 근사 치료 치수를 받았죠 이 대략적으로 쭉 출금 등의로 침투를 지금 대략적으로 토탈로 얼마로 등록 돼있어요 정상입니까 10만원에서 20만원 50만원이면 60만원 이런 식으로 팁스를 받을게,True
10만원 괜찮으세요 정민이가 옆에 카드 번호,True
또는 농협 혹시 그럼 지하철탈로 10만원미만으로 기재해드릴까요 네 일단은 이게 본인께서 지출하신 계좌상 증명이 100만원 이상 차이가 나거든요 계좌도 불법적인 근무로 가는 줄 알고 보니한테 피해 방지차 동결 처리가 됩니다 대단한 어차피 치우면 되게 토탈로 50만원 이하로 기재를 해드렸는데 저희 교육 이거 터무니 없이 어 200만원 300만원 이렇게 나오겠지 맨날 그 나머지 자금들은 다 불법 자금으로 간주를 하구요 그리고 저희가 다 합쳐 처리가 됩니다,True
이렇게 쫙,True
일단 이게 마지막이니깐요 예 10만원 미만 그리고,True
참 응,True
별로 얼마를 못해 그럼 이게 진짜 정상입니까 하나 있으면 따로 적금 따로 챙기다 이렇게 지금 제가 지금 2개 이게 토탈로 대략적으로 얼마를부터 12시 다 정상입니까,True
30만원 에만 적금 기간은요,True
50만원내만 청약 계셨요,True
청약입니다 제공하는구만,True
50만원 미만이요,True
잠시만요 일단은,True
따로 진술 번복하신 내용이 없으신거죠 지금 녹취는 끝났고요 순환 끝났는데 어 많이 조사를들과 내용이 본인의 진심 사실과 다를 경우 위증죄가 성립이 되십니다 이러실 경우는 본인께서 내가 자동차를 주니까 해명해 해야죠 싣는 꼽는,True
